email,categoria,identificat_raspuns,raspuns_propus
Care sunt condițiile pentru un credit de nevoi personale? Nu funcționează corect,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Pisica mea a adormit pe tastatură.,irrelevant,nu,Răspunsul nu este disponibil.
"Am pierdut portofelul, ce fac? Vă rog să mă ajutați",necunoscut,nu,Răspunsul nu este disponibil.
Mi-am uitat parola. Nu funcționează corect,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Cum pot cumpăra criptomonede? Cum pot rezolva această situație?,necunoscut,nu,Răspunsul nu este disponibil.
"Am introdus PIN-ul greșit și mi s-a blocat cardul. Am încercat deja, dar fără rezultat",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Am bani în cont dar nu pot plăti. Nu funcționează corect,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Ce dobândă are un credit auto? Aș dori mai multe informații,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Cât durează deschiderea unui cont? Mi s-a spus să contactez suportul,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
"Ce dobândă are un credit auto? Am încercat deja, dar fără rezultat",credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
"Vindeți asigurări de viață? Am încercat deja, dar fără rezultat",necunoscut,nu,Răspunsul nu este disponibil.
Nu pot face plăți cu cardul. Mi s-a spus să contactez suportul,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Ce opțiuni de investiții aveți? Nu funcționează corect,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
"Am pierdut cardul, cum îl blochez? Cum pot rezolva această situație?",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Ce opțiuni de investiții aveți? Vă rog să mă ajutați,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Cum pot cumpăra criptomonede? Cum pot rezolva această situație?,necunoscut,nu,Răspunsul nu este disponibil.
Vreau să îmi fac un cont de economii. Aș dori mai multe informații,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Vreau să aflu mai multe despre bursă. Am întâmpinat o problemă,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
"Mi-a fost blocat cardul, ce pot face? Mi s-a spus să contactez suportul",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Nu pot accesa contul din aplicație. Aș dori mai multe informații,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Cum pot aplica pentru un credit ipotecar? Vă rog să mă ajutați,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
De ce mi-a fost refuzată plata? Aș dori mai multe informații,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Ce riscuri implică investițiile? Cum pot rezolva această situație?,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Nu pot accesa contul din aplicație. Aș dori mai multe informații,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Plata contactless nu merge. Nu funcționează corect,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Ce dobândă are un credit auto? Am întâmpinat o problemă,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Cum activez autentificarea cu amprentă? Aș dori mai multe informații,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Ce documente sunt necesare pentru un cont nou? Aș dori mai multe informații,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Cum pot aplica pentru un credit ipotecar?,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Am introdus PIN-ul greșit și mi s-a blocat cardul. Nu funcționează corect,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Cum pot deschide un cont pentru copil? Aș dori mai multe informații,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Nu pot accesa contul din aplicație. Am întâmpinat o problemă,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Nu primesc codul de autentificare. Am întâmpinat o problemă,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Am nevoie de un credit rapid. Vă rog să mă ajutați,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Cum pot deschide un cont pentru copil? Ce pași trebuie să urmez?,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Ce dobândă are un credit auto? Ce pași trebuie să urmez?,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Se poate plăti cu Apple Pay? Vă rog să mă ajutați,necunoscut,nu,Răspunsul nu este disponibil.
"Am bani în cont dar nu pot plăti. Am încercat deja, dar fără rezultat",plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Ce este un fond mutual? Ce pași trebuie să urmez?,necunoscut,nu,Răspunsul nu este disponibil.
Am introdus PIN-ul greșit și mi s-a blocat cardul. Am întâmpinat o problemă,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Am nevoie de un credit rapid. Ce pași trebuie să urmez?,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
"Cum anulez o cerere de credit depusă? Am încercat deja, dar fără rezultat",necunoscut,nu,Răspunsul nu este disponibil.
"Mi-am uitat parola. Am încercat deja, dar fără rezultat",autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Pisica mea a adormit pe tastatură.,irrelevant,nu,Răspunsul nu este disponibil.
Am pierdut cardul și e blocat. Aș dori mai multe informații,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
"Pot deschide un cont din străinătate? Am încercat deja, dar fără rezultat",cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
"Am pierdut cardul, cum îl blochez? Ce pași trebuie să urmez?",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Nu pot accesa contul din aplicație. Cum pot rezolva această situație?,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
De ce mi-a fost refuzată plata? Cum pot rezolva această situație?,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
"Am pierdut cardul, cum îl blochez?",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Ce opțiuni de investiții aveți? Cum pot rezolva această situație?,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Care sunt condițiile pentru un credit de nevoi personale?,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Pot rambursa anticipat creditul? Am întâmpinat o problemă,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
De ce mi-a fost refuzată plata? Aș dori mai multe informații,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Plata online a fost refuzată. Vă rog să mă ajutați,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Cardul meu nu este acceptat la POS. Cum pot rezolva această situație?,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Am bani în cont dar nu pot plăti.,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Nu primesc codul de autentificare. Vă rog să mă ajutați,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Vindeți asigurări de viață? Aș dori mai multe informații,necunoscut,nu,Răspunsul nu este disponibil.
Ce documente sunt necesare pentru un cont nou?,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Ce documente sunt necesare pentru un cont nou? Ce pași trebuie să urmez?,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Plata online a fost refuzată. Nu funcționează corect,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
"Mi-a fost blocat cardul, ce pot face? Am întâmpinat o problemă",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Ce înseamnă IBAN? Mi s-a spus să contactez suportul,necunoscut,nu,Răspunsul nu este disponibil.
Pot rambursa anticipat creditul? Cum pot rezolva această situație?,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
"Aplicația mă scoate automat din cont. Am încercat deja, dar fără rezultat",autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Ce riscuri implică investițiile? Aș dori mai multe informații,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
